vault,date,apy24h,volume24hUsd,feesAndRewards24hUsd,cumulativeFeesAndRewardsUsd,stakingYieldA,stakingYieldB
meteora,2026-01-24T08:00:00.000Z,0.0033036045376548501,507444.1690734078,45.9236973011,233447.81072475709070324492767166562575,,
meteora,2026-01-24T09:00:00.000Z,0.0033036045376548501,507444.1690734078,45.9236973011,233447.81072475709070324492767166562575,,
meteora,2026-01-24T10:00:00.000Z,0.0033036045376548501,507444.1690734078,45.9236973011,233447.81072475709070324492767166562575,,
meteora,2026-01-24T11:00:00.000Z,0.0033036045376548501,507444.1690734078,45.9236973011,233447.81072475709070324492767166562575,,
meteora,2026-01-24T12:00:00.000Z,0.0037688133899937588,578362.6589586287,52.3418206357,233454.22884809170525648415001761562575,,
meteora,2026-01-24T13:00:00.000Z,0.0031351847476305514,481229.3023981257,43.551251867,233454.22884809170525648415001761562575,,
meteora,2026-01-24T14:00:00.000Z,0.0031351847476305514,481229.3023981257,43.551251867,233454.22884809170525648415001761562575,,
meteora,2026-01-24T15:00:00.000Z,0.0031351847476305514,481229.3023981257,43.551251867,233454.22884809170525648415001761562575,,
meteora,2026-01-24T16:00:00.000Z,0.0031351847476305514,481229.3023981257,43.551251867,233454.22884809170525648415001761562575,,
meteora,2026-01-24T17:00:00.000Z,0.0044423040927925123,679903.2278024553,61.5312421161,233472.20883834080958135076610204562575,,
meteora,2026-01-24T18:00:00.000Z,0.0044423038296318315,679749.0894925575,61.5172925991,233472.20883834080958135076610204562575,,
meteora,2026-01-24T19:00:00.000Z,0.0044423038296318315,679749.0894925575,61.5172925991,233472.20883834080958135076610204562575,,
meteora,2026-01-24T20:00:00.000Z,0.0044423038296318315,679749.0894925573,61.5172925991,233472.20883834080958135076610204562575,,
meteora,2026-01-24T21:00:00.000Z,0.0025655067014113552,391679.0653975687,35.4469554185,233472.20883834080958135076610204562575,,
meteora,2026-01-24T22:00:00.000Z,0.0025655067014113552,391679.0653975687,35.4469554185,233472.20883834080958135076610204562575,,
meteora,2026-01-24T23:00:00.000Z,0.0025655067014113552,391679.0653975687,35.4469554185,233472.20883834080958135076610204562575,,
meteora,2026-01-25T00:00:00.000Z,0.0025655067014113552,391679.0653975687,35.4469554185,233472.20883834080958135076610204562575,,
meteora,2026-01-25T01:00:00.000Z,0.0057519335197873056,876466.2829628487,79.3201986081,233516.23890778532630227354667698562575,,
meteora,2026-01-25T02:00:00.000Z,0.0065629525566152673,999485.0541257217,90.4533973984,233527.37210657558176292736644445562575,,
meteora,2026-01-25T03:00:00.000Z,0.0065629525566152673,999485.0541257217,90.4533973984,233527.37210657558176292736644445562575,,
meteora,2026-01-25T04:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T05:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T06:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T07:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T08:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T09:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T10:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T11:00:00.000Z,0.0057729860314573887,878977.1525019993,79.5474323014,233527.37210657558176292736644445562575,,
meteora,2026-01-25T12:00:00.000Z,0.0058055091667824077,883932.919498561,79.9959292146,233527.82060348877312823385605367562575,,
meteora,2026-01-25T13:00:00.000Z,0.0053393589711697427,813014.4296133402,73.57780588,233527.82060348877312823385605367562575,,
meteora,2026-01-25T14:00:00.000Z,0.0053393589711697427,813014.4296133401,73.57780588,233527.82060348877312823385605367562575,,
meteora,2026-01-25T15:00:00.000Z,0.0053393589711697427,813014.4296133402,73.57780588,233527.82060348877312823385605367562575,,
meteora,2026-01-25T16:00:00.000Z,0.0053393589711697427,813014.4296133402,73.57780588,233527.82060348877312823385605367562575,,
meteora,2026-01-25T17:00:00.000Z,0.0053393589711697427,813014.4296133402,73.57780588,233527.82060348877312823385605367562575,,
meteora,2026-01-25T18:00:00.000Z,0.0040310757157271264,614494.6425189084,55.611765148,233527.82060348877312823385605367562575,,
meteora,2026-01-25T19:00:00.000Z,0.0055022775330689723,827253.5063390464,74.8664423237,233547.07528066447878127232743991562575,,
meteora,2026-01-25T20:00:00.000Z,0.0055022775330689723,827253.5063390463,74.8664423237,233547.07528066447878127232743991562575,,
meteora,2026-01-25T21:00:00.000Z,0.0067479057757780316,1002836.6751160423,90.756719098,233562.96555743879556839061099991562575,,
meteora,2026-01-25T22:00:00.000Z,0.0078802021417766986,1162579.7608453757,105.2134683565,233577.42230669730827969259587937562575,,
meteora,2026-01-25T23:00:00.000Z,0.0078802021417766986,1162579.7608453757,105.2134683565,233577.42230669730827969259587937562575,,
meteora,2026-01-26T00:00:00.000Z,0.0083575385438824964,1230233.1288467566,111.3360981606,233583.54493650141941401887588711562575,,
meteora,2026-01-26T01:00:00.000Z,0.0095931421362489502,1405260.6923381032,127.1760926566,233599.38493099739170808600202926562575,,
meteora,2026-01-26T02:00:00.000Z,0.0063831867617942058,918740.5879786294,83.1460232121,233599.38493099739170808600202926562575,,
meteora,2026-01-26T03:00:00.000Z,0.0089584630577797977,1288547.1581101767,116.613517809,233643.98562438454376076630897309562575,,
meteora,2026-01-26T04:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T05:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T06:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T07:00:00.000Z,0.0097624109148836713,1404789.4287459797,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T08:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T09:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T10:00:00.000Z,0.0097624109148836713,1404789.42874598,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T11:00:00.000Z,0.0097624109148836713,1404789.4287459797,127.1334433015,233654.50554987707838343337659218562575,,
meteora,2026-01-26T12:00:00.000Z,0.0104188619492095105,1500494.5917737263,135.7947605555,233663.16686713109863275374108894562575,,
meteora,2026-01-26T13:00:00.000Z,0.0103861900488469078,1495538.8247771645,135.3462636423,233663.16686713109863275374108894562575,,
meteora,2026-01-26T14:00:00.000Z,0.0103861900488469078,1495538.8247771645,135.3462636423,233663.16686713109863275374108894562575,,
meteora,2026-01-26T15:00:00.000Z,0.0103861900488469078,1495538.8247771645,135.3462636423,233663.16686713109863275374108894562575,,
meteora,2026-01-26T16:00:00.000Z,0.0114391074854213634,1650939.1095081521,149.4099894105,233677.23059289925027299062948639562575,,
meteora,2026-01-26T17:00:00.000Z,0.0121885838593882636,1760044.741435231,159.2840490999,233687.21331523772135114913333689562575,,
meteora,2026-01-26T18:00:00.000Z,0.0121885838593882636,1760044.741435231,159.2840490999,233687.21331523772135114913333689562575,,
meteora,2026-01-26T19:00:00.000Z,0.0121885838593882636,1760044.741435231,159.2840490999,233687.21331523772135114913333689562575,,
meteora,2026-01-26T20:00:00.000Z,0.0107076258362174989,1547285.8776150933,140.0293719242,233687.21331523772135114913333689562575,,
meteora,2026-01-26T21:00:00.000Z,0.0107076258362174989,1547285.877615093,140.0293719242,233687.21331523772135114913333689562575,,
meteora,2026-01-26T22:00:00.000Z,0.0111085578054237605,1624746.398070823,147.0395490254,233687.21331523772135114913333689562575,,
meteora,2026-01-26T23:00:00.000Z,0.0124340625175098846,1820735.3148999913,164.7765459984,233724.57051837181366023904764249562575,,
meteora,2026-01-27T00:00:00.000Z,0.0124340625175098846,1820735.3148999913,164.7765459984,233742.30751534483990623195075725562575,,
meteora,2026-01-27T01:00:00.000Z,0.0119548016664048829,1753081.9468986103,158.6539161943,233742.30751534483990623195075725562575,,
meteora,2026-01-27T02:00:00.000Z,0.0107163156497027657,1578054.3834072636,142.8139216983,233742.30751534483990623195075725562575,,
meteora,2026-01-27T03:00:00.000Z,0.0107163156497027657,1578054.3834072636,142.8139216983,233742.30751534483990623195075725562575,,
meteora,2026-01-27T04:00:00.000Z,0.0073242814084595174,1085229.0421128434,98.2132283112,233742.30751534483990623195075725562575,,
meteora,2026-01-27T05:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T06:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T07:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T08:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T09:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T10:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T11:00:00.000Z,0.0065222694199870211,968986.7714770401,87.6933028187,233742.30751534483990623195075725562575,,
meteora,2026-01-27T12:00:00.000Z,0.0065306024387076006,970220.1922301962,87.8049273968,233742.41913992299706342460840156562575,,
meteora,2026-01-27T13:00:00.000Z,0.0058766706315569838,874515.02920245,79.1436101428,233742.41913992299706342460840156562575,,
meteora,2026-01-27T14:00:00.000Z,0.0058766706315569838,874515.02920245,79.1436101428,233854.57370351261289,,
meteora,2026-01-27T15:00:00.000Z,0.0058766706315569838,874515.02920245,79.1436101428,233854.57370351261289,,
meteora,2026-01-27T16:00:00.000Z,0.0065539084971792799,974750.2806035297,88.2149003946,233863.64499376443512,,
meteora,2026-01-27T17:00:00.000Z,0.006195162513047699,924821.6119498747,83.6963558815,233873.08151237033,,
meteora,2026-01-27T18:00:00.000Z,0.0054501118326871112,814515.2877677013,73.713633543,233873.08151237033,,
meteora,2026-01-27T19:00:00.000Z,0.0054501118326871112,814515.2877677013,73.713633543,233873.08151237033,,
meteora,2026-01-27T20:00:00.000Z,0.0054501118326871112,814515.2877677014,73.713633543,233873.08151237033,,
meteora,2026-01-27T21:00:00.000Z,0.0054501118326871112,814515.2877677014,73.713633543,233873.08151237033,,
meteora,2026-01-27T22:00:00.000Z,0.0054501118326871112,814515.2877677013,73.713633543,233873.08151237033,,
meteora,2026-01-27T23:00:00.000Z,0.0054501118326871112,814515.2877677013,73.713633543,233873.08151237033,,
meteora,2026-01-28T00:00:00.000Z,0.0035061581257156722,527733.9848416176,47.7599256282,233884.48500758958598,,
meteora,2026-01-28T01:00:00.000Z,0.0029336168349379501,444275.8330843899,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T02:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T03:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T04:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T05:00:00.000Z,0.0029336168349379501,444275.8330843899,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T06:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T07:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T08:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T09:00:00.000Z,0.0029336168349379501,444275.8330843899,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T10:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T11:00:00.000Z,0.0029336168349379501,444275.83308439,40.2069628941,233894.66904182858693,,
meteora,2026-01-28T12:00:00.000Z,0.0035646742689921477,540465.7907629188,48.912154064,233903.37423299848992,,
meteora,2026-01-28T13:00:00.000Z,0.0035563656947223641,539341.0448889915,48.8103645625,233903.37423299848992,,
meteora,2026-01-28T14:00:00.000Z,0.0035563656947223641,539341.0448889915,48.8103645625,233903.37423299848992,,
meteora,2026-01-28T15:00:00.000Z,0.0035563656947223641,539341.0448889915,48.8103645625,233903.37423299848992,,
meteora,2026-01-28T16:00:00.000Z,0.0043383755064574117,658197.8891462235,59.5669089677,233903.37423299848992,,
meteora,2026-01-28T17:00:00.000Z,0.003650543879208149,553926.9653239854,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T18:00:00.000Z,0.003650543879208149,553926.9653239854,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T19:00:00.000Z,0.003650543879208149,553926.9653239854,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T20:00:00.000Z,0.003650543879208149,553926.9653239853,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T21:00:00.000Z,0.003650543879208149,553926.9653239853,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T22:00:00.000Z,0.003650543879208149,553926.9653239854,50.1303903618,233923.20206765557169,,
meteora,2026-01-28T23:00:00.000Z,0.003650543879208149,553926.9653239854,50.1303903618,233923.20206765557169,,
meteora,2026-01-29T00:00:00.000Z,0.0076744730316585295,1154062.8410213827,104.4426871124,233988.91785962545496,,
meteora,2026-01-29T01:00:00.000Z,0.0076744730316585295,1154062.8410213827,104.4426871124,233988.91785962545496,,
meteora,2026-01-29T02:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T03:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T04:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T05:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T06:00:00.000Z,0.0069296718618556727,1041532.0759494422,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T07:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T08:00:00.000Z,0.0069296718618556727,1041532.0759494422,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T09:00:00.000Z,0.0069296718618556727,1041532.0759494422,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T10:00:00.000Z,0.0069296718618556727,1041532.0759494421,94.2586528734,233988.91785962545496,,
meteora,2026-01-29T11:00:00.000Z,0.007189238096940321,1079467.5252346788,97.6918110338,233988.91785962545496,,
meteora,2026-01-29T12:00:00.000Z,0.0065559077773795519,983168.892676921,88.9767847873,233992.3510177857686,,
meteora,2026-01-29T13:00:00.000Z,0.007822426089918021,1168068.2236698088,105.7101742421,233992.3510177857686,,
meteora,2026-01-29T14:00:00.000Z,0.007822426089918021,1168068.2236698086,105.7101742421,234009.08440724061718,,
meteora,2026-01-29T15:00:00.000Z,0.007822426089918021,1168068.2236698088,105.7101742421,234009.08440724061718,,
meteora,2026-01-29T16:00:00.000Z,0.007822426089918021,1168068.2236698088,105.7101742421,234009.08440724061718,,
meteora,2026-01-29T17:00:00.000Z,0.0063601484369999278,948976.128011497,85.882339585,234009.08440724061718,,
meteora,2026-01-29T18:00:00.000Z,0.0078050766851330017,1149671.7404288652,104.0452925088,234009.08440724061718,,
meteora,2026-01-29T19:00:00.000Z,0.0078050768090903852,1149610.5878803944,104.0397582032,234027.24736016439902,,
meteora,2026-01-29T20:00:00.000Z,0.0078050768090903852,1149610.5878803944,104.0397582032,234027.24736016439902,,
meteora,2026-01-29T21:00:00.000Z,0.0078050768090903852,1149610.5878803944,104.0397582032,234027.24736016439902,,
meteora,2026-01-29T22:00:00.000Z,0.0078050768090903852,1149610.5878803944,104.0397582032,234027.24736016439902,,
meteora,2026-01-29T23:00:00.000Z,0.0059883527211098925,865018.7271357006,78.2841948058,234027.24736016439902,,
meteora,2026-01-30T00:00:00.000Z,0.0042039788517722424,599100.6727543146,54.2186108843,234043.10366232325316,,
meteora,2026-01-30T01:00:00.000Z,0.0042039788517722424,599100.6727543146,54.2186108843,234043.10366232325316,,
meteora,2026-01-30T02:00:00.000Z,0.0042039788517722424,599100.6727543146,54.2186108843,234043.10366232325316,,
meteora,2026-01-30T03:00:00.000Z,0.0073917845539118797,1033122.2810203242,93.4975664323,234043.10366232325316,,
meteora,2026-01-30T04:00:00.000Z,0.0100486301062752828,1397884.5585032334,126.5085525445,234082.3826178713346,,
meteora,2026-01-30T05:00:00.000Z,0.0100484629387296823,1397865.2785003404,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T06:00:00.000Z,0.0100484629387296823,1397865.2785003406,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T07:00:00.000Z,0.0100484629387296823,1397865.2785003404,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T08:00:00.000Z,0.0100484629387296823,1397865.2785003404,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T09:00:00.000Z,0.0100484629387296823,1397865.2785003404,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T10:00:00.000Z,0.0100484629387296823,1397865.2785003406,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T11:00:00.000Z,0.0100484629387296823,1397865.2785003404,126.5068077043,234115.38664835957209,,
meteora,2026-01-30T12:00:00.000Z,0.0111429542720769338,1547340.9356992198,140.0343546808,234115.38664835957209,,
meteora,2026-01-30T13:00:00.000Z,0.0098722659319555851,1361929.6278294243,123.2546313186,234131.35739068429427,,
meteora,2026-01-30T14:00:00.000Z,0.0098722659319555851,1361929.6278294243,123.2546313186,234131.35739068429427,,
meteora,2026-01-30T15:00:00.000Z,0.0098722659319555851,1361929.6278294246,123.2546313186,234131.35739068429427,,
meteora,2026-01-30T16:00:00.000Z,0.0107185100734499945,1479133.0623486373,133.8615421426,234131.35739068429427,,
meteora,2026-01-30T17:00:00.000Z,0.0129836907162554119,1794665.8607224198,162.4172603954,234131.35739068429427,,
meteora,2026-01-30T18:00:00.000Z,0.0129836907162554119,1794665.8607224198,162.4172603954,234131.35739068429427,,
meteora,2026-01-30T19:00:00.000Z,0.0182319743542233545,2527447.151674983,228.7339672266,234131.35739068429427,,
meteora,2026-01-30T20:00:00.000Z,0.018231974327750625,2529658.7622085214,228.9341179799,234215.83151613363059,,
meteora,2026-01-30T21:00:00.000Z,0.018231974327750625,2529658.7622085214,228.9341179799,234215.83151613363059,,
meteora,2026-01-30T22:00:00.000Z,0.018231974327750625,2529658.7622085214,228.9341179799,234215.83151613363059,,
meteora,2026-01-30T23:00:00.000Z,0.0271865776974010342,3754118.43923001,339.7477187503,234215.83151613363059,,
meteora,2026-01-31T00:00:00.000Z,0.0268742314156749799,3713848.2149901316,336.1032634566,234315.26503889907035,,
meteora,2026-01-31T01:00:00.000Z,0.0268742278937522607,3714061.8338696305,336.1225959652,234327.23908119098252,,
meteora,2026-01-31T02:00:00.000Z,0.0268742278937522607,3714061.8338696305,336.1225959652,234327.23908119098252,,
meteora,2026-01-31T03:00:00.000Z,0.0301474227400782025,4164489.941551361,376.8863397104,234327.23908119098252,,
meteora,2026-01-31T04:00:00.000Z,0.0282573121982045478,3918209.6932355477,354.5979772378,234368.00282493618132,,
meteora,2026-01-31T05:00:00.000Z,0.0255528076541276163,3553543.553478758,321.5956915898,234368.00282493618132,,
meteora,2026-01-31T06:00:00.000Z,0.0255528076541276163,3553543.553478758,321.5956915898,234368.00282493618132,,
meteora,2026-01-31T07:00:00.000Z,0.0255528076541276163,3553543.553478758,321.5956915898,234368.00282493618132,,
meteora,2026-01-31T08:00:00.000Z,0.025561987452339079,3554793.538004874,321.7088151894,234368.00282493618132,,
meteora,2026-01-31T09:00:00.000Z,0.0255619872472408672,3554769.643905472,321.7066527734,234368.11594853577618,,
meteora,2026-01-31T10:00:00.000Z,0.0282043153285872381,3912987.5029561557,354.1253690175,234368.11594853577618,,
meteora,2026-01-31T11:00:00.000Z,0.0282043153296153543,3914116.332177408,354.2275280621,234400.53466477989006,,
meteora,2026-01-31T12:00:00.000Z,0.0281234526624303899,3903177.5165743437,353.23756525,234400.53466477989006,,
meteora,2026-01-31T13:00:00.000Z,0.0268267349033944679,3727217.2025702,337.3131568326,234400.53466477989006,,
meteora,2026-01-31T14:00:00.000Z,0.0290483291311020534,4007504.5033337562,362.6791575517,234400.53466477989006,,
meteora,2026-01-31T15:00:00.000Z,0.0733347021004411371,9490084.950699368,858.8526880383,234400.53466477989006,,
meteora,2026-01-31T16:00:00.000Z,0.0782635219869560837,10080250.770048121,912.2626946894,234896.70819526647218,,
meteora,2026-01-31T17:00:00.000Z,0.077031833063630287,9904011.879279109,896.3130750748,234946.92455580597585,,
meteora,2026-01-31T18:00:00.000Z,0.0866438608514742653,10989818.93197579,994.5786133438,234946.92455580597585,,
meteora,2026-01-31T19:00:00.000Z,0.0964137687719229296,12069638.109883929,1092.3022489445,234959.51192336825223,,
meteora,2026-01-31T20:00:00.000Z,0.0904019197121268889,11267042.843257707,1019.6673773148,234959.51192336825223,,
meteora,2026-01-31T21:00:00.000Z,0.0904019197121268889,11267042.843257708,1019.6673773148,235006.42131453072608,,
meteora,2026-01-31T22:00:00.000Z,0.0904019197121268889,11267042.843257707,1019.6673773148,235018.4607191036721,,
meteora,2026-01-31T23:00:00.000Z,0.0905528516129757607,11269626.910811007,1019.9012354284,235018.4607191036721,,
meteora,2026-02-01T00:00:00.000Z,0.0918618312883502962,11309115.559077062,1023.4749580965,235018.4607191036721,,
meteora,2026-02-01T01:00:00.000Z,0.0908349912566802792,11174653.150491782,1011.3061101195,235055.331661441014,,
meteora,2026-02-01T02:00:00.000Z,0.0908680448378674911,11178466.636910168,1011.6512306404,235055.331661441014,,
meteora,2026-02-01T03:00:00.000Z,0.0908680443111037485,11178462.381682009,1011.6508455422,235055.67678196189276,,
meteora,2026-02-01T04:00:00.000Z,0.0859544707067773336,10540216.056326855,953.8895530976,235055.67678196189276,,
meteora,2026-02-01T05:00:00.000Z,0.0869703099968990465,10657806.141157344,964.5314557747,235055.67678196189276,,
meteora,2026-02-01T06:00:00.000Z,0.0869703099067011056,10656702.345284952,964.4315622483,235066.31868463906798,,
meteora,2026-02-01T07:00:00.000Z,0.0898235290294286114,10984545.999166876,994.1014129246,235066.31868463906798,,
meteora,2026-02-01T08:00:00.000Z,0.0898235290294286114,10984545.999166876,994.1014129246,235066.31868463906798,,
meteora,2026-02-01T09:00:00.000Z,0.0898137758675609823,10983319.908740163,993.990451741,235066.31868463906798,,
meteora,2026-02-01T10:00:00.000Z,0.0898137758675609823,10983319.908740163,993.990451741,235066.31868463906798,,
meteora,2026-02-01T11:00:00.000Z,0.0870717694396051075,10630599.842219267,962.0692857208,235066.31868463906798,,
meteora,2026-02-01T12:00:00.000Z,0.0870719561960504746,10630681.479289228,962.0766738757,235066.91839390754512,,
meteora,2026-02-01T13:00:00.000Z,0.0894552312033232763,10903270.260874664,986.7459586092,235066.91839390754512,,
meteora,2026-02-01T14:00:00.000Z,0.0894552339383032763,10901645.873289708,986.5989515327,235079.77393689554494,,
meteora,2026-02-01T15:00:00.000Z,0.0936508300204733155,11335788.90487029,1025.8888958908,235079.77393689554494,,
meteora,2026-02-01T16:00:00.000Z,0.0473478225145590008,5700716.115675265,515.9148084686,235144.67802844471573,,
meteora,2026-02-01T17:00:00.000Z,0.0447752094067953925,5365897.897449327,485.6137597192,235144.67802844471573,,
meteora,2026-02-01T18:00:00.000Z,0.0357748282168977807,4302834.425363573,389.4065154954,235144.67802844471573,,
meteora,2026-02-01T19:00:00.000Z,0.033568442396177534,4052256.446363287,366.7292083959,235179.25773291827354,,
meteora,2026-02-01T20:00:00.000Z,0.0277748981212692582,3366757.7484503067,304.6915762347,235179.25773291827354,,
meteora,2026-02-01T21:00:00.000Z,0.0278524439781241427,3373580.7380978838,305.3090567979,235192.34587472555451,,
meteora,2026-02-01T22:00:00.000Z,0.0278524419349072899,3373746.2722926997,305.3240376425,235205.00275986164526,,
meteora,2026-02-01T23:00:00.000Z,0.0376261746648072434,4481273.002342375,405.555206712,235205.00275986164526,,
meteora,2026-02-02T00:00:00.000Z,0.0326551401232637122,3890951.651289638,352.1311244417,235316.84786504969964,,
meteora,2026-02-02T01:00:00.000Z,0.0342130909865873198,4079309.0062010973,369.1774650612,235316.84786504969964,,
meteora,2026-02-02T02:00:00.000Z,0.0350504542259879987,4176114.7674620766,377.9383864553,235370.58967483009873,,
meteora,2026-02-02T03:00:00.000Z,0.0364277873153179953,4340270.089962207,392.7944431416,235370.58967483009873,,
meteora,2026-02-02T04:00:00.000Z,0.0389827128174194262,4632130.412726924,419.2078023518,235370.58967483009873,,
meteora,2026-02-02T05:00:00.000Z,0.0389827128174194262,4632130.412726924,419.2078023518,235370.58967483009873,,
meteora,2026-02-02T06:00:00.000Z,0.0380116008475170909,4515644.123768825,408.6657932011,235370.58967483009873,,
meteora,2026-02-02T07:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T08:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T09:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T10:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T11:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T12:00:00.000Z,0.0352936660525835911,4187800.469886902,378.9959425248,235370.58967483009873,,
meteora,2026-02-02T13:00:00.000Z,0.0352380503535221126,4181092.211065901,378.3888451015,235370.58967483009873,,
meteora,2026-02-02T14:00:00.000Z,0.0355617842011008264,4222885.56603079,382.1711437258,235386.18571519989821,,
meteora,2026-02-02T15:00:00.000Z,0.0343878297967909009,4082459.754853431,369.4626078142,235386.18571519989821,,
meteora,2026-02-02T16:00:00.000Z,0.0343878297967909009,4082459.754853431,369.4626078142,235386.18571519989821,,
meteora,2026-02-02T17:00:00.000Z,0.0281944358523636345,3368029.4225092893,304.8066627371,235386.18571519989821,,
meteora,2026-02-02T18:00:00.000Z,0.0298050076467425465,3567715.9389531976,322.8782924752,235404.2573449380749,,
meteora,2026-02-02T19:00:00.000Z,0.0279185644241990364,3348251.4302813695,303.0167544404,235404.2573449380749,,
meteora,2026-02-02T20:00:00.000Z,0.0265529224591323274,3186497.60739182,288.3780334689,235404.2573449380749,,
meteora,2026-02-02T21:00:00.000Z,0.0253233108295225346,3041877.2559300167,275.2898916617,235404.2573449380749,,
meteora,2026-02-02T22:00:00.000Z,0.0253233108295225346,3041877.2559300167,275.2898916617,235404.2573449380749,,
meteora,2026-02-02T23:00:00.000Z,0.0241157827971021755,2901856.637358846,262.618025681,235404.2573449380749,,
meteora,2026-02-03T00:00:00.000Z,0.0244265960671438482,2940680.569587255,266.1315915476,235404.2573449380749,,
meteora,2026-02-03T01:00:00.000Z,0.0181326648209406094,2242291.6435886845,202.9273937448,235465.8866202144878,,
meteora,2026-02-03T02:00:00.000Z,0.0181326648209406094,2242291.6435886845,202.9273937448,235465.8866202144878,,
