id,programId,recordId,blockchainTimestamp,serverTimestamp,marketIndex,fundingRate,cumulativeFundingRateLong,cumulativeFundingRateShort,oraclePriceTwap,markPriceTwap,historyIndex
4,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2052,1639180821,1639586861855,0,2387032672083,-3464347253357,-644420503818525,1716251189790,1721980068203,3
12,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2057,1639184415,1639586862379,0,1472934561666,-1991412691691,-642947569256859,1678957128914,1682492171862,8
22,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2062,1639188013,1639586862987,0,854912776666,-1136499915025,-642092656480193,1680282479395,1682334270059,13
30,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2066,1639191604,1639586863327,0,1255573049166,119073134141,-640837083431027,1680672358030,1683685733348,17
44,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2073,1639195226,1639586863826,0,304238324583,423311458724,-640532845106444,1695572648236,1696302820215,24
52,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2077,1639198824,1639586864087,0,14631986666,437943445390,-640518213119778,1699620526125,1699655642893,28
60,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2081,1639202425,1639586864376,0,-326296889166,111646556224,-640844510008944,1704850069358,1704066956824,32
76,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2089,1639206026,1639586864927,0,1045681222500,1157327778724,-639798828786444,1702446900558,1704956535492,40
82,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2092,1639209625,1639586865120,0,1462035844166,2619363622890,-638336792942278,1694161443479,1697670329505,43
88,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2095,1639213203,1639586865330,0,1278144685416,3897508308306,-637058648256862,1702890006802,1705957554047,46
102,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2102,1639216817,1639586865786,0,1261641114583,5159149422889,-635797007142279,1708793190374,1711821129049,53
108,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2105,1639220426,1639586865980,0,1117013326250,6276162749139,-634679993816029,1713892377413,1716573209396,56
120,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2111,1639224016,1639586866353,0,1452567870000,7728730619139,-633227425946029,1710208401903,1713694564791,62
132,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2117,1639227626,1639586866759,0,1609345811250,9338076430389,-631618080134779,1707785072006,1711647501953,68
142,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2122,1639231227,1639586867093,0,2240950242083,11579026672472,-629377129892696,1696298959639,1701677240220,73
154,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2128,1639234807,1639586867460,0,2054523507916,13633550180388,-627322606384780,1691401259487,1696332115906,79
156,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2130,1639238414,1639586867587,0,1387825873333,15021376053721,-625934780511447,1697794547251,1701125329347,81
166,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2135,1639242006,1639586867922,0,1138171352916,16159547406637,-624796609158531,1715847942005,1718579553252,86
180,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2141,1639245627,1639586868528,0,1995317645833,18154865052470,-622801291512698,1713107383992,1717896146342,92
188,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2145,1639249204,1639586868791,0,2860677403333,21015542455803,-619940614109365,1701406353105,1708271978873,96
202,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2152,1639252828,1639586869257,0,3067747795000,24083290250803,-616872866314365,1689341795198,1696704389906,103
212,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2157,1639256416,1639586869618,0,1844671074166,25927961324969,-615028195240199,1690868766159,1695295976737,108
222,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2162,1639260027,1639586869977,0,1960384973750,27888346298719,-613067810266449,1688629331781,1693334255718,113
232,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2167,1639263611,1639586870310,0,1637172840833,29525519139552,-611430637425616,1696374106243,1700303321061,118
238,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2170,1639267200,1639586870505,0,1197496678750,30723015818302,-610233140746866,1709119663364,1711993655393,121
252,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2177,1639270809,1639586870946,0,1508245220416,32231261038718,-608724895526450,1709755727654,1713375516183,128
258,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2180,1639274408,1639586871136,0,1738063250833,33969324289551,-606986832275617,1703380553715,1707551905517,131
272,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2187,1639278028,1639586871585,0,1532814406250,35502138695801,-605454017869367,1696726565247,1700405319822,138
278,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2190,1639281626,1639586871788,0,889107654583,36391246350384,-604564910214784,1696666072068,1698799930439,141
290,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2196,1639285227,1639586872174,0,1458134655416,37849381005800,-603106775559368,1691730608064,1695230131237,147
302,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2202,1639288827,1639586872563,0,1782535383333,39631916389133,-601324240176035,1689345512420,1693623597340,153
308,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2205,1639292406,1639586872754,0,1063256157500,40695172546633,-600260984018535,1693390126570,1695941941348,156
320,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2211,1639296028,1639586873162,0,886184984166,41581357530799,-599374799034369,1700018982798,1702145826760,162
330,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2216,1639299615,1639586873482,0,1739737042916,43321094573715,-597635061991453,1696449051577,1700624420480,167
340,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2221,1639303210,1639586873818,0,2026744476250,45347839049965,-595608317515203,1691575775454,1696439962197,172
348,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2225,1639306800,1639586874075,0,2525726350000,47873565399965,-593082591165203,1685452842065,1691514585305,176
360,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2231,1639310408,1639586874467,0,1701766483333,49575331883298,-591380824681870,1688780113899,1692864353459,182
372,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2237,1639314028,1639586874848,0,1316089223750,50891421107048,-590064735458120,1694480645784,1697639259921,188
380,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2241,1639317629,1639586875125,0,728331792083,51619752899131,-589336403666037,1701106687989,1702854684290,192
392,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2247,1639321224,1639586875505,0,773624424166,52393377323297,-588562779241871,1705866808508,1707723507126,198
400,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2251,1639324839,1639586875781,0,234610978750,52627988302047,-588328168263121,1706315433535,1706878499884,202
410,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2256,1639328428,1639586876101,0,-244118723333,52383869578714,-588572286986454,1711179970216,1710594085280,207
417,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2260,1639332000,1639586876358,0,136234040000,52520103618714,-588436052946454,1728526104907,1728853066603,211
429,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2266,1639335615,1639586876741,0,-434778037916,52085325580798,-588870830984370,1748368881990,1747325414699,217
446,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2272,1639339207,1639586877234,0,316125868333,52401451449131,-588554705116037,1750485577719,1751244279803,223
461,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2277,1639342830,1639586877666,0,994196588333,53395648037464,-587560508527704,1749173861138,1751559932950,228
476,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2282,1639346426,1639586878015,0,942439747500,54338087784964,-586618068780204,1745088731360,1747350586754,233
494,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2288,1639350015,1639586878413,0,1240535731250,55578623516214,-585377533048954,1739994735124,1742972020879,239
500,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2290,1639353615,1639586878542,0,985749180416,56564372696630,-584391783868538,1740385756466,1742751554499,241
524,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2298,1639357228,1639586879077,0,1614459833750,58178832530380,-582777324034788,1723591109321,1727465812922,249
530,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2300,1639360801,1639586879203,0,1975641090416,60154473620796,-580801682944372,1705877707198,1710619245815,251
544,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2305,1639364403,1639586879541,0,2148018487083,62302492107879,-578653664457289,1690739404142,1695894648511,256
568,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2312,1639368007,1639586880191,0,1603757435833,63906249543712,-577049907021456,1682239371408,1686088389254,263
585,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2316,1639371623,1639586880550,0,1693109186250,65599358729962,-575356797835206,1675359786559,1679423248606,267
609,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2322,1639375226,1639586881018,0,2079207868333,67678566598295,-573277589966873,1672692933763,1677683032647,273
621,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2325,1639378803,1639586881230,0,2714115854583,70392682452878,-570563474112290,1665583565160,1672097443211,276
653,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2333,1639382417,1639586881906,0,2286873386666,72679555839544,-568276600725624,1651617201372,1657105697500,284
661,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2335,1639386002,1639586882074,0,1287270426250,73966826265794,-566989330299374,1653997102384,1657086551407,286
685,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2341,1639389607,1639586882517,0,1271545010833,75238371276627,-565717785288541,1653490344241,1656542052267,292
713,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2348,1639393225,1639586883104,0,934768608750,76173139885377,-564783016679791,1658786965414,1661030410075,299
721,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2350,1639396805,1639586883259,0,1147764206250,77320904091627,-563635252473541,1667077606276,1669832240371,301
741,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2355,1639400403,1639586883894,0,2320305013333,79641209104960,-561314947460208,1670778572780,1676347304812,306
777,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2364,1639404025,1639586884558,0,2877230228333,82518439333293,-558437717231875,1660686090026,1667591442574,315
781,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2365,1639407601,1639586884629,0,3224969736250,85743409069543,-555212747495625,1638191651244,1645931578611,316
801,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2370,1639411211,1639586884974,0,4833880295416,90577289364959,-550378867200209,1602901624569,1614502937278,321
817,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2375,1639414801,1639586885331,0,2538899021250,93116188386209,-547839968178959,1583180318471,1589273676122,326
842,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2381,1639418412,1639586885738,0,2144407977916,95260596364125,-545695560201043,1576481234709,1581627813856,332
864,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2386,1639422015,1639586886121,0,2519836068750,97780432432875,-543175724132293,1571752670948,1577800277513,337
887,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2391,1639425603,1639586886624,0,3881438430833,101661870863708,-539294285701460,1537847445654,1547162897888,342
925,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2398,1639429256,1639586888476,0,3300473896666,104962344760374,-535993811804794,1526334499392,1534255636744,349
937,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2400,1639432802,1639586888633,0,2315275839583,107277620599957,-533678535965211,1526267669232,1531824331247,351
979,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2407,1639436421,1639586889340,0,616896838750,107894517438707,-533061639126461,1549884730874,1551365283287,358
998,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2410,1639440025,1639586889635,0,1188657755416,109083175194123,-531872981371045,1561105113726,1563957892339,361
1032,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2416,1639443606,1639586890217,0,1380719183750,110463894377873,-530492262187295,1560548147553,1563861873594,367
1062,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2421,1639447214,1639586890653,0,1671280815416,112135175193289,-528820981371879,1559687470412,1563698544369,372
1087,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2425,1639450800,1639586891002,0,2115393689166,114250568882455,-526705587682713,1554883463161,1559960408015,376
1130,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2432,1639454410,1639586891714,0,2335192146250,116585761028705,-524370395536463,1543921621567,1549526082718,383
1172,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2439,1639458058,1639586892252,0,2079939797500,118665700826205,-522290455738963,1538431533350,1543423388864,390
1194,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2443,1639461625,1639586892584,0,2018023835000,120683724661205,-520272431903963,1533145501165,1537988758369,394
1214,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2447,1639465221,1639586892994,0,2330997830416,123014722491621,-517941434073547,1519036630868,1524631025661,398
1229,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2450,1639468802,1639586893229,0,934301344166,123949023835787,-517007132729381,1528118512988,1530360836214,401
1272,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2458,1639472424,1639586893908,0,274035104166,124223058939953,-516733097625215,1547487001644,1548144685894,409
1292,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2461,1639476014,1639586894202,0,862689379583,125085748319536,-515870408245632,1549375808566,1551446263077,412
1328,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2466,1639479607,1639586894698,0,1089243140000,126174991459536,-514781165105632,1549117306326,1551731489862,417
1386,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2474,1639483227,1639586895448,0,743442703333,126918434162869,-514037722402299,1556278072180,1558062334668,425
1407,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2477,1639486809,1639586895836,0,192468700416,127110902863285,-513845253701883,1582454179152,1582916104033,428
1447,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2483,1639490421,1639586896448,0,1535613098750,128646515962035,-512309640603133,1583510347241,1587195818678,434
1464,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2486,1639494031,1639586896925,0,1116666695833,129763182657868,-511192973907300,1589210088201,1591890088271,437
1495,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2491,1639497623,1639586897323,0,1458796137916,131221978795784,-509734177769384,1592787984112,1596289094843,442
1524,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2495,1639501202,1639586897737,0,1435355906250,132657334702034,-508298821863134,1578272674448,1581717528623,446
1586,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2504,1639504837,1639586898729,0,1783400088750,134440734790784,-506515421774384,1562472401781,1566752561994,455
1603,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2506,1639508404,1639586898932,0,2111027317916,136551762108700,-504404394456468,1547565307198,1552631772761,457
1641,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2512,1639512020,1639586899697,0,1786983840833,138338745949533,-502617410615635,1540772493840,1545061255058,463
1687,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2519,1639515656,1639586900327,0,1133780433750,139472526383283,-501483630181885,1553493758228,1556214831269,470
1695,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2520,1639519200,1639586900430,0,640721466250,140113247849533,-500842908715635,1588225986057,1589763717576,471
1735,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2525,1639522803,1639586901033,0,602084035000,140715331884533,-500240824680635,1593064985170,1594509986854,476
1783,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2531,1639526406,1639586901748,0,248863425416,140964195309949,-499991961255219,1599547417759,1600144689980,482
1824,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2536,1639530001,1639586902289,0,-209026584583,140755168725366,-500200987839802,1610857535783,1610355871980,487
1882,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2543,1639533609,1639586903054,0,753913705416,141509082430782,-499447074134386,1606709359363,1608518752256,494
1932,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2550,1639537212,1639586903732,0,1104134865416,142613217296198,-498342939268970,1601330846720,1603980770397,501
1964,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2554,1639540803,1639586904125,0,853854326250,143467071622448,-497489084942720,1601630235831,1603679486214,505
2012,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2560,1639544412,1639586904777,0,-98437706666,143368633915782,-497587522649386,1609718570437,1609482319941,511
2087,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2569,1639548011,1639586905917,0,-508807305416,142859826610366,-498096329954802,1615946913434,1614725775901,520
2111,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2572,1639551602,1639586906237,0,-924590958750,141935235651616,-499020920913552,1629456931769,1627237913468,523
2152,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2578,1639555202,1639586907000,0,-1449703625000,140485532026616,-500470624538552,1645439056361,1641959767661,529
2206,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2584,1639558804,1639586907727,0,-1879580043333,138605951983283,-502350204581885,1663671530224,1659160538120,535
2260,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2591,1639562411,1639586908499,0,-1690658154166,136915293829117,-504040862736051,1670803155270,1666745575700,542
2302,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2596,1639566009,1639586909075,0,-1354148077500,135561145751617,-505395010813551,1668705339460,1665455384074,547
2346,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2602,1639569600,1639586909704,0,-1146861175000,134414284576617,-506541871988551,1662609475973,1659857009153,553
2396,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2608,1639573201,1639586910389,0,-136373962500,134277910614117,-506678245951051,1653820461105,1653493163595,559
2465,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2616,1639576809,1639586911319,0,531361931250,134809272545367,-506146884019801,1642533485905,1643808754540,567
2494,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2620,1639580406,1639586911777,0,1278782559166,136088055104533,-504868101460635,1635093176786,1638162254928,571
2565,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2630,1639584015,1639586912652,0,1754814481250,137842869585783,-503113286979385,1608666013809,1612877568564,581
2635,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2635,1639587614,1639587620277,0,1303751122500,139146620708283,-501809535856885,1599666282483,1602795285177,586
2641,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2641,1639591231,1639591234757,0,727002069583,139873622777866,-501082533787302,1635665175234,1637409980201,592
2649,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2649,1639594810,1639594813914,0,-332030208333,139541592569533,-501414563995635,1667148880175,1666352007675,600
2650,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2650,1639598403,1639598406129,0,-1020516287500,138521076282033,-502435080283135,1716257030261,1713807791171,601
2658,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2658,1639602002,1639602006779,0,-1526369655833,136994706626200,-503961449938968,1760803049209,1757139762035,609
2667,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2667,1639605639,1639605641896,0,-769169912083,136225536714117,-504730619851051,1782472310410,1780626302621,618
2671,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2671,1639609204,1639609206607,0,-99454257916,136126082456201,-504830074108967,1776050437880,1775811747661,622
2677,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2677,1639612823,1639612825895,0,-1100682087916,135025400368285,-505930756196883,1777665458272,1775023821261,628
2682,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2682,1639616406,1639616411184,0,15146545833,135040546914118,-505915609651050,1785181910894,1785218262604,633
2686,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2686,1639620000,1639620005364,0,1085111321666,136125658235784,-504830498329384,1783764591394,1786368858566,637
2694,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2694,1639623618,1639623621182,0,937232521666,137062890757450,-503893265807718,1779741089944,1781990447996,645
2702,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2702,1639627221,1639627227334,0,981839488750,138044730246200,-502911426318968,1780259302323,1782615717096,653
2707,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2706,1639630813,1639630818340,0,1031799106250,139076529352450,-501879627212718,1776423195002,1778899512857,657
2713,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2712,1639634417,1639634418566,0,1684454163750,140760983516200,-500195173048968,1767157929361,1771200619354,663
2718,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2717,1639638005,1639638007728,0,1114321061250,141875304577450,-499080851987718,1767996027025,1770670397572,668
2724,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2723,1639641618,1639641619900,0,809242492083,142684547069533,-498271609495635,1784491189953,1786433371934,674
2729,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2728,1639645201,1639645203219,0,346974199166,143031521268699,-497924635296469,1794359708748,1795192446826,679
2736,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2735,1639648818,1639648821341,0,-584484290000,142447036978699,-498509119586469,1808739873747,1807337111451,686
2741,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2740,1639652403,1639652404939,0,-1738038222083,140708998756616,-500247157808552,1824567783233,1820396491500,691
2752,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2750,1639656011,1639656015366,0,-1213289644166,139495709112450,-501460447452718,1841380965017,1838469069871,701
2755,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2753,1639659611,1639659613660,0,-664763043333,138830946069117,-502125210496051,1853109278530,1851513847226,704
2765,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2761,1639663203,1639663206066,0,-342881249166,138488064819951,-502468091745217,1854397933523,1853575018525,712
2769,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2764,1639666806,1639666808234,0,-622205781666,137865859038285,-503090297526883,1868693040177,1867199746301,715
2777,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2772,1639670423,1639670426473,0,-76542609166,137789316429119,-503166840136049,1864545791253,1864362088991,723
2782,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2777,1639674020,1639674023053,0,-144118651666,137645197777453,-503310958787715,1855932125288,1855586240524,728
2789,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2784,1639677605,1639677608778,0,1158925488333,138804123265786,-502152033299382,1837461543137,1840242964309,735
2795,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2790,1639681212,1639681218442,0,8594655000,138812717920786,-502143438644382,1831276407399,1831297034571,741
2804,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2799,1639684830,1639684834881,0,-722828533750,138089889387036,-502866267178132,1820434292878,1818699504397,750
2805,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2800,1639688400,1639688403645,0,-1941249435833,136148639951203,-504807516613965,1828425916432,1823766917786,751
2811,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2806,1639692001,1639692004629,0,-1851580750416,134297059200787,-506659097364381,1828023531022,1823579737221,757
2820,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2815,1639695607,1639695612297,0,-1038311894166,133258747306621,-507697409258547,1818861189239,1816369240693,766
2829,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2822,1639699235,1639699241649,0,-303070540416,132955676766205,-508000479798963,1791649213117,1790921843820,773
2834,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2827,1639702815,1639702820703,0,-1482827343750,131472849422455,-509483307142713,1790886062474,1787327276849,778
2841,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2834,1639706435,1639706438087,0,-1571445979583,129901403442872,-511054753122296,1797995796457,1794224326106,785
2846,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2839,1639710036,1639710040934,0,-1004664123750,128896739319122,-512059417246046,1791985056892,1789573862995,790
2850,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2843,1639713603,1639713605211,0,-1169699351250,127727039967872,-513229116597296,1788693291352,1785886012909,794
2857,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2850,1639717216,1639717218060,0,-1646212831250,126080827136622,-514875329428546,1792339357681,1788388446886,801
2864,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2857,1639720837,1639720841818,0,-1589068231250,124491758905372,-516464397659796,1801777078218,1797963314463,808
2869,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2862,1639724422,1639724427530,0,-1351793260000,123139965645372,-517816190919796,1807388679124,1804144375300,813
2875,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2868,1639728003,1639728008131,0,402545661666,123542511307038,-517413645258130,1782581691988,1783547801576,819
2880,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2873,1639731602,1639731606025,0,-25277415416,123517233891622,-517438922673546,1783382240191,1783321574394,824
2885,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,2878,1639735204,1639735206927,0,202198417500,123719432309122,-517236724256046,1780585925533,1781071201735,829
